scenario,scenario_code,deployment_entry,mapped_scheme,record_type,iteration,tamper_field,tamper_name,payload_bytes,policy_accept,policy_reason,verify_success_baseline,verify_total_baseline,tampered_message_reject_baseline,tampered_signature_reject_baseline,sign_mean_ms,verify_mean_ms,verify_p95_ms,verify_throughput_sig_s,pk_bytes,sig_bytes
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,valid,34,,,292,1,ok,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,34,scheduling_domain,调度域篡改,292,0,domain_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,34,node_role,节点角色篡改,294,0,role_not_allowed,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,34,certificate_digest,证书摘要篡改,246,0,certificate_registry_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,valid,35,,,292,1,ok,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,35,scheduling_domain,调度域篡改,292,0,domain_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,35,node_role,节点角色篡改,294,0,role_not_allowed,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,35,certificate_digest,证书摘要篡改,246,0,certificate_registry_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,valid,36,,,295,1,ok,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,36,scheduling_domain,调度域篡改,295,0,domain_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,36,node_role,节点角色篡改,294,0,role_not_allowed,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,36,certificate_digest,证书摘要篡改,249,0,certificate_registry_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,valid,37,,,295,1,ok,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,37,scheduling_domain,调度域篡改,295,0,domain_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,37,node_role,节点角色篡改,294,0,role_not_allowed,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,37,certificate_digest,证书摘要篡改,249,0,certificate_registry_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,valid,38,,,292,1,ok,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,38,scheduling_domain,调度域篡改,292,0,domain_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,38,node_role,节点角色篡改,294,0,role_not_allowed,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,38,certificate_digest,证书摘要篡改,246,0,certificate_registry_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,valid,39,,,292,1,ok,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,39,scheduling_domain,调度域篡改,292,0,domain_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,39,node_role,节点角色篡改,294,0,role_not_allowed,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,39,certificate_digest,证书摘要篡改,246,0,certificate_registry_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,valid,40,,,295,1,ok,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,40,scheduling_domain,调度域篡改,295,0,domain_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,40,node_role,节点角色篡改,294,0,role_not_allowed,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,40,certificate_digest,证书摘要篡改,249,0,certificate_registry_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,valid,41,,,295,1,ok,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,41,scheduling_domain,调度域篡改,295,0,domain_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,41,node_role,节点角色篡改,294,0,role_not_allowed,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,41,certificate_digest,证书摘要篡改,249,0,certificate_registry_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,valid,42,,,292,1,ok,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,42,scheduling_domain,调度域篡改,292,0,domain_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,42,node_role,节点角色篡改,294,0,role_not_allowed,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,42,certificate_digest,证书摘要篡改,246,0,certificate_registry_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,valid,43,,,292,1,ok,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,43,scheduling_domain,调度域篡改,292,0,domain_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,43,node_role,节点角色篡改,294,0,role_not_allowed,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,43,certificate_digest,证书摘要篡改,246,0,certificate_registry_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,valid,44,,,295,1,ok,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,44,scheduling_domain,调度域篡改,295,0,domain_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,44,node_role,节点角色篡改,294,0,role_not_allowed,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,44,certificate_digest,证书摘要篡改,249,0,certificate_registry_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,valid,45,,,295,1,ok,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,45,scheduling_domain,调度域篡改,295,0,domain_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,45,node_role,节点角色篡改,294,0,role_not_allowed,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,45,certificate_digest,证书摘要篡改,249,0,certificate_registry_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,valid,46,,,292,1,ok,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,46,scheduling_domain,调度域篡改,292,0,domain_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,46,node_role,节点角色篡改,294,0,role_not_allowed,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,46,certificate_digest,证书摘要篡改,246,0,certificate_registry_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,valid,47,,,292,1,ok,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,47,scheduling_domain,调度域篡改,292,0,domain_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,47,node_role,节点角色篡改,294,0,role_not_allowed,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,47,certificate_digest,证书摘要篡改,246,0,certificate_registry_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,valid,48,,,295,1,ok,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,48,scheduling_domain,调度域篡改,295,0,domain_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,48,node_role,节点角色篡改,294,0,role_not_allowed,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,48,certificate_digest,证书摘要篡改,249,0,certificate_registry_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,valid,49,,,295,1,ok,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,49,scheduling_domain,调度域篡改,295,0,domain_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,49,node_role,节点角色篡改,294,0,role_not_allowed,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,49,certificate_digest,证书摘要篡改,249,0,certificate_registry_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,valid,50,,,292,1,ok,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,50,scheduling_domain,调度域篡改,292,0,domain_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,50,node_role,节点角色篡改,294,0,role_not_allowed,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
量子计算网络节点准入,quantum_network_node_admission,节点准入控制器,titan-n8-r16,tampered,50,certificate_digest,证书摘要篡改,246,0,certificate_registry_mismatch,50,50,50,50,16.534,1.808,2.674,553.097,512,3104
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,valid,1,,,232,1,ok,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,1,device_model,设备型号篡改,232,0,device_model_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,1,rollback_counter,回滚计数器篡改,232,0,rollback_counter_too_small,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,1,image_digest,镜像摘要篡改,187,0,image_digest_registry_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,valid,2,,,232,1,ok,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,2,device_model,设备型号篡改,232,0,device_model_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,2,rollback_counter,回滚计数器篡改,232,0,rollback_counter_too_small,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,2,image_digest,镜像摘要篡改,187,0,image_digest_registry_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,valid,3,,,232,1,ok,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,3,device_model,设备型号篡改,232,0,device_model_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,3,rollback_counter,回滚计数器篡改,232,0,rollback_counter_too_small,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,3,image_digest,镜像摘要篡改,187,0,image_digest_registry_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,valid,4,,,232,1,ok,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,4,device_model,设备型号篡改,232,0,device_model_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,4,rollback_counter,回滚计数器篡改,232,0,rollback_counter_too_small,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,4,image_digest,镜像摘要篡改,187,0,image_digest_registry_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,valid,5,,,232,1,ok,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,5,device_model,设备型号篡改,232,0,device_model_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,5,rollback_counter,回滚计数器篡改,232,0,rollback_counter_too_small,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,5,image_digest,镜像摘要篡改,187,0,image_digest_registry_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,valid,6,,,232,1,ok,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,6,device_model,设备型号篡改,232,0,device_model_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,6,rollback_counter,回滚计数器篡改,232,0,rollback_counter_too_small,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,6,image_digest,镜像摘要篡改,187,0,image_digest_registry_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,valid,7,,,232,1,ok,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,7,device_model,设备型号篡改,232,0,device_model_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,7,rollback_counter,回滚计数器篡改,232,0,rollback_counter_too_small,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,7,image_digest,镜像摘要篡改,187,0,image_digest_registry_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,valid,8,,,232,1,ok,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,8,device_model,设备型号篡改,232,0,device_model_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,8,rollback_counter,回滚计数器篡改,232,0,rollback_counter_too_small,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,8,image_digest,镜像摘要篡改,187,0,image_digest_registry_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,valid,9,,,232,1,ok,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,9,device_model,设备型号篡改,232,0,device_model_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,9,rollback_counter,回滚计数器篡改,232,0,rollback_counter_too_small,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,9,image_digest,镜像摘要篡改,187,0,image_digest_registry_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,valid,10,,,232,1,ok,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,10,device_model,设备型号篡改,232,0,device_model_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,10,rollback_counter,回滚计数器篡改,232,0,rollback_counter_too_small,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,10,image_digest,镜像摘要篡改,187,0,image_digest_registry_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,valid,11,,,232,1,ok,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,11,device_model,设备型号篡改,232,0,device_model_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,11,rollback_counter,回滚计数器篡改,232,0,rollback_counter_too_small,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,11,image_digest,镜像摘要篡改,187,0,image_digest_registry_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,valid,12,,,232,1,ok,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,12,device_model,设备型号篡改,232,0,device_model_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,12,rollback_counter,回滚计数器篡改,232,0,rollback_counter_too_small,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,12,image_digest,镜像摘要篡改,187,0,image_digest_registry_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,valid,13,,,232,1,ok,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,13,device_model,设备型号篡改,232,0,device_model_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,13,rollback_counter,回滚计数器篡改,232,0,rollback_counter_too_small,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,13,image_digest,镜像摘要篡改,187,0,image_digest_registry_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,valid,14,,,232,1,ok,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,14,device_model,设备型号篡改,232,0,device_model_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,14,rollback_counter,回滚计数器篡改,232,0,rollback_counter_too_small,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,14,image_digest,镜像摘要篡改,187,0,image_digest_registry_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,valid,15,,,232,1,ok,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,15,device_model,设备型号篡改,232,0,device_model_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,15,rollback_counter,回滚计数器篡改,232,0,rollback_counter_too_small,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,15,image_digest,镜像摘要篡改,187,0,image_digest_registry_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,valid,16,,,232,1,ok,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,16,device_model,设备型号篡改,232,0,device_model_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,16,rollback_counter,回滚计数器篡改,232,0,rollback_counter_too_small,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,16,image_digest,镜像摘要篡改,187,0,image_digest_registry_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,valid,17,,,232,1,ok,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,17,device_model,设备型号篡改,232,0,device_model_mismatch,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
AI加速设备固件升级,ai_accelerator_firmware_upgrade,可信启动链/升级代理,titan-n10-r32,tampered,17,rollback_counter,回滚计数器篡改,232,0,rollback_counter_too_small,50,50,50,50,43.297,4.136,5.343,241.779,1000,9632
